date	location	variant	sequences
2022-08-19	Australia	Omicron 21K	1
2022-08-31	Australia	Omicron 21K	1
2022-06-20	Australia	Omicron 21L	162
2022-06-21	Australia	Omicron 21L	191
2022-06-22	Australia	Omicron 21L	138
2022-06-23	Australia	Omicron 21L	177
2022-06-24	Australia	Omicron 21L	99
2022-06-25	Australia	Omicron 21L	83
2022-06-26	Australia	Omicron 21L	182
2022-06-27	Australia	Omicron 21L	126
2022-06-28	Australia	Omicron 21L	83
2022-06-29	Australia	Omicron 21L	70
2022-06-30	Australia	Omicron 21L	115
2022-07-01	Australia	Omicron 21L	103
2022-07-02	Australia	Omicron 21L	79
2022-07-03	Australia	Omicron 21L	123
2022-07-04	Australia	Omicron 21L	96
2022-07-05	Australia	Omicron 21L	99
2022-07-06	Australia	Omicron 21L	49
2022-07-07	Australia	Omicron 21L	102
2022-07-08	Australia	Omicron 21L	52
2022-07-09	Australia	Omicron 21L	68
2022-07-10	Australia	Omicron 21L	51
2022-07-11	Australia	Omicron 21L	52
2022-07-12	Australia	Omicron 21L	37
2022-07-13	Australia	Omicron 21L	46
2022-07-14	Australia	Omicron 21L	45
2022-07-15	Australia	Omicron 21L	22
2022-07-16	Australia	Omicron 21L	17
2022-07-17	Australia	Omicron 21L	23
2022-07-18	Australia	Omicron 21L	40
2022-07-19	Australia	Omicron 21L	36
2022-07-20	Australia	Omicron 21L	28
2022-07-21	Australia	Omicron 21L	30
2022-07-22	Australia	Omicron 21L	13
2022-07-23	Australia	Omicron 21L	19
2022-07-24	Australia	Omicron 21L	19
2022-07-25	Australia	Omicron 21L	29
2022-07-26	Australia	Omicron 21L	36
2022-07-27	Australia	Omicron 21L	34
2022-07-28	Australia	Omicron 21L	15
2022-07-29	Australia	Omicron 21L	22
2022-07-30	Australia	Omicron 21L	12
2022-07-31	Australia	Omicron 21L	5
2022-08-01	Australia	Omicron 21L	24
2022-08-02	Australia	Omicron 21L	22
2022-08-03	Australia	Omicron 21L	4
2022-08-04	Australia	Omicron 21L	12
2022-08-05	Australia	Omicron 21L	8
2022-08-06	Australia	Omicron 21L	6
2022-08-07	Australia	Omicron 21L	4
2022-08-08	Australia	Omicron 21L	22
2022-08-09	Australia	Omicron 21L	15
2022-08-10	Australia	Omicron 21L	12
2022-08-11	Australia	Omicron 21L	4
2022-08-12	Australia	Omicron 21L	5
2022-08-13	Australia	Omicron 21L	2
2022-08-14	Australia	Omicron 21L	12
2022-08-15	Australia	Omicron 21L	21
2022-08-16	Australia	Omicron 21L	7
2022-08-17	Australia	Omicron 21L	12
2022-08-18	Australia	Omicron 21L	4
2022-08-19	Australia	Omicron 21L	4
2022-08-20	Australia	Omicron 21L	6
2022-08-21	Australia	Omicron 21L	6
2022-08-22	Australia	Omicron 21L	10
2022-08-23	Australia	Omicron 21L	5
2022-08-24	Australia	Omicron 21L	8
2022-08-25	Australia	Omicron 21L	6
2022-08-26	Australia	Omicron 21L	3
2022-08-27	Australia	Omicron 21L	4
2022-08-28	Australia	Omicron 21L	7
2022-08-29	Australia	Omicron 21L	11
2022-08-30	Australia	Omicron 21L	3
2022-08-31	Australia	Omicron 21L	7
2022-09-01	Australia	Omicron 21L	2
2022-09-02	Australia	Omicron 21L	3
2022-09-03	Australia	Omicron 21L	2
2022-09-04	Australia	Omicron 21L	2
2022-09-05	Australia	Omicron 21L	7
2022-09-06	Australia	Omicron 21L	5
2022-09-07	Australia	Omicron 21L	5
2022-09-08	Australia	Omicron 21L	2
2022-09-09	Australia	Omicron 21L	2
2022-09-10	Australia	Omicron 21L	3
2022-09-11	Australia	Omicron 21L	6
2022-09-12	Australia	Omicron 21L	2
2022-09-13	Australia	Omicron 21L	2
2022-09-14	Australia	Omicron 21L	1
2022-09-15	Australia	Omicron 21L	3
2022-09-17	Australia	Omicron 21L	1
2022-06-20	Australia	Omicron 22A	42
2022-06-21	Australia	Omicron 22A	41
2022-06-22	Australia	Omicron 22A	54
2022-06-23	Australia	Omicron 22A	58
2022-06-24	Australia	Omicron 22A	28
2022-06-25	Australia	Omicron 22A	22
2022-06-26	Australia	Omicron 22A	59
2022-06-27	Australia	Omicron 22A	61
2022-06-28	Australia	Omicron 22A	38
2022-06-29	Australia	Omicron 22A	35
2022-06-30	Australia	Omicron 22A	63
