date	location	variant	sequences
2022-06-14	Australia	Delta	1
2022-05-04	Australia	Omicron 21K	4
2022-05-05	Australia	Omicron 21K	2
2022-05-06	Australia	Omicron 21K	1
2022-05-08	Australia	Omicron 21K	1
2022-05-09	Australia	Omicron 21K	3
2022-05-10	Australia	Omicron 21K	6
2022-05-11	Australia	Omicron 21K	5
2022-05-12	Australia	Omicron 21K	2
2022-05-13	Australia	Omicron 21K	4
2022-05-14	Australia	Omicron 21K	1
2022-05-15	Australia	Omicron 21K	4
2022-05-17	Australia	Omicron 21K	3
2022-05-18	Australia	Omicron 21K	1
2022-05-19	Australia	Omicron 21K	5
2022-05-20	Australia	Omicron 21K	1
2022-05-21	Australia	Omicron 21K	1
2022-05-22	Australia	Omicron 21K	1
2022-05-23	Australia	Omicron 21K	1
2022-05-25	Australia	Omicron 21K	1
2022-05-26	Australia	Omicron 21K	3
2022-05-27	Australia	Omicron 21K	1
2022-05-31	Australia	Omicron 21K	1
2022-06-01	Australia	Omicron 21K	1
2022-06-03	Australia	Omicron 21K	1
2022-06-09	Australia	Omicron 21K	2
2022-06-10	Australia	Omicron 21K	1
2022-06-14	Australia	Omicron 21K	1
2022-06-16	Australia	Omicron 21K	1
2022-05-04	Australia	Omicron 21L	402
2022-05-05	Australia	Omicron 21L	392
2022-05-06	Australia	Omicron 21L	360
2022-05-07	Australia	Omicron 21L	307
2022-05-08	Australia	Omicron 21L	364
2022-05-09	Australia	Omicron 21L	425
2022-05-10	Australia	Omicron 21L	505
2022-05-11	Australia	Omicron 21L	364
2022-05-12	Australia	Omicron 21L	426
2022-05-13	Australia	Omicron 21L	360
2022-05-14	Australia	Omicron 21L	379
2022-05-15	Australia	Omicron 21L	467
2022-05-16	Australia	Omicron 21L	482
2022-05-17	Australia	Omicron 21L	439
2022-05-18	Australia	Omicron 21L	366
2022-05-19	Australia	Omicron 21L	366
2022-05-20	Australia	Omicron 21L	266
2022-05-21	Australia	Omicron 21L	195
2022-05-22	Australia	Omicron 21L	297
2022-05-23	Australia	Omicron 21L	409
2022-05-24	Australia	Omicron 21L	410
2022-05-25	Australia	Omicron 21L	303
2022-05-26	Australia	Omicron 21L	365
2022-05-27	Australia	Omicron 21L	320
2022-05-28	Australia	Omicron 21L	243
2022-05-29	Australia	Omicron 21L	332
2022-05-30	Australia	Omicron 21L	387
2022-05-31	Australia	Omicron 21L	456
2022-06-01	Australia	Omicron 21L	352
2022-06-02	Australia	Omicron 21L	361
2022-06-03	Australia	Omicron 21L	263
2022-06-04	Australia	Omicron 21L	174
2022-06-05	Australia	Omicron 21L	346
2022-06-06	Australia	Omicron 21L	383
2022-06-07	Australia	Omicron 21L	372
2022-06-08	Australia	Omicron 21L	262
2022-06-09	Australia	Omicron 21L	277
2022-06-10	Australia	Omicron 21L	190
2022-06-11	Australia	Omicron 21L	145
2022-06-12	Australia	Omicron 21L	190
2022-06-13	Australia	Omicron 21L	196
2022-06-14	Australia	Omicron 21L	216
2022-06-15	Australia	Omicron 21L	107
2022-06-16	Australia	Omicron 21L	137
2022-06-17	Australia	Omicron 21L	146
2022-06-18	Australia	Omicron 21L	143
2022-06-19	Australia	Omicron 21L	133
2022-06-20	Australia	Omicron 21L	160
2022-06-21	Australia	Omicron 21L	185
2022-06-22	Australia	Omicron 21L	136
2022-06-23	Australia	Omicron 21L	174
2022-06-24	Australia	Omicron 21L	86
2022-06-25	Australia	Omicron 21L	80
2022-06-26	Australia	Omicron 21L	171
