date	location	variant	sequences
2022-10-02	Australia	Omicron 21K	1
2022-10-04	Australia	Omicron 21K	1
2022-10-10	Australia	Omicron 21K	1
2022-10-12	Australia	Omicron 21K	1
2022-10-31	Australia	Omicron 21K	1
2022-09-03	Australia	Omicron 21L	2
2022-09-04	Australia	Omicron 21L	2
2022-09-05	Australia	Omicron 21L	8
2022-09-06	Australia	Omicron 21L	6
2022-09-07	Australia	Omicron 21L	7
2022-09-08	Australia	Omicron 21L	2
2022-09-09	Australia	Omicron 21L	2
2022-09-10	Australia	Omicron 21L	3
2022-09-11	Australia	Omicron 21L	7
2022-09-12	Australia	Omicron 21L	4
2022-09-13	Australia	Omicron 21L	5
2022-09-14	Australia	Omicron 21L	2
2022-09-15	Australia	Omicron 21L	3
2022-09-16	Australia	Omicron 21L	5
2022-09-17	Australia	Omicron 21L	5
2022-09-18	Australia	Omicron 21L	5
2022-09-19	Australia	Omicron 21L	8
2022-09-20	Australia	Omicron 21L	5
2022-09-21	Australia	Omicron 21L	11
2022-09-22	Australia	Omicron 21L	3
2022-09-23	Australia	Omicron 21L	7
2022-09-24	Australia	Omicron 21L	3
2022-09-25	Australia	Omicron 21L	8
2022-09-26	Australia	Omicron 21L	13
2022-09-27	Australia	Omicron 21L	12
2022-09-28	Australia	Omicron 21L	7
2022-09-29	Australia	Omicron 21L	15
2022-09-30	Australia	Omicron 21L	5
2022-10-01	Australia	Omicron 21L	5
2022-10-02	Australia	Omicron 21L	1
2022-10-03	Australia	Omicron 21L	8
2022-10-04	Australia	Omicron 21L	4
2022-10-05	Australia	Omicron 21L	7
2022-10-06	Australia	Omicron 21L	5
2022-10-07	Australia	Omicron 21L	4
2022-10-08	Australia	Omicron 21L	3
2022-10-09	Australia	Omicron 21L	4
2022-10-10	Australia	Omicron 21L	15
2022-10-11	Australia	Omicron 21L	4
2022-10-12	Australia	Omicron 21L	13
2022-10-13	Australia	Omicron 21L	6
2022-10-14	Australia	Omicron 21L	5
2022-10-15	Australia	Omicron 21L	4
2022-10-16	Australia	Omicron 21L	3
2022-10-17	Australia	Omicron 21L	14
2022-10-18	Australia	Omicron 21L	10
2022-10-19	Australia	Omicron 21L	8
2022-10-20	Australia	Omicron 21L	7
2022-10-21	Australia	Omicron 21L	5
2022-10-22	Australia	Omicron 21L	2
2022-10-23	Australia	Omicron 21L	4
2022-10-24	Australia	Omicron 21L	19
2022-10-25	Australia	Omicron 21L	19
2022-10-26	Australia	Omicron 21L	5
2022-10-27	Australia	Omicron 21L	12
2022-10-28	Australia	Omicron 21L	8
2022-10-29	Australia	Omicron 21L	7
2022-10-30	Australia	Omicron 21L	3
2022-10-31	Australia	Omicron 21L	17
2022-11-01	Australia	Omicron 21L	5
2022-11-02	Australia	Omicron 21L	15
2022-11-03	Australia	Omicron 21L	10
2022-11-04	Australia	Omicron 21L	9
2022-11-05	Australia	Omicron 21L	10
2022-11-06	Australia	Omicron 21L	10
2022-11-07	Australia	Omicron 21L	31
2022-11-08	Australia	Omicron 21L	12
2022-11-09	Australia	Omicron 21L	11
2022-11-10	Australia	Omicron 21L	10
2022-11-11	Australia	Omicron 21L	9
2022-11-12	Australia	Omicron 21L	6
2022-11-13	Australia	Omicron 21L	9
2022-11-14	Australia	Omicron 21L	17
2022-11-15	Australia	Omicron 21L	6
2022-11-16	Australia	Omicron 21L	12
2022-11-17	Australia	Omicron 21L	7
2022-11-18	Australia	Omicron 21L	5
2022-11-19	Australia	Omicron 21L	5
2022-11-20	Australia	Omicron 21L	4
2022-11-21	Australia	Omicron 21L	9
2022-11-22	Australia	Omicron 21L	7
2022-11-23	Australia	Omicron 21L	12
2022-11-24	Australia	Omicron 21L	5
2022-11-25	Australia	Omicron 21L	3
2022-11-26	Australia	Omicron 21L	4
2022-11-27	Australia	Omicron 21L	5
2022-11-28	Australia	Omicron 21L	5
2022-11-29	Australia	Omicron 21L	4
2022-11-30	Australia	Omicron 21L	4
2022-12-01	Australia	Omicron 21L	1
2022-09-03	Australia	Omicron 22A	12
2022-09-04	Australia	Omicron 22A	10
2022-09-05	Australia	Omicron 22A	16
2022-09-06	Australia	Omicron 22A	15
2022-09-07	Australia	Omicron 22A	18
2022-09-08	Australia	Omicron 22A	18
2022-09-09	Australia	Omicron 22A	29
2022-09-10	Australia	Omicron 22A	14
2022-09-11	Australia	Omicron 22A	26
2022-09-12	Australia	Omicron 22A	29
2022-09-13	Australia	Omicron 22A	15
2022-09-14	Australia	Omicron 22A	31
2022-09-15	Australia	Omicron 22A	16
2022-09-16	Australia	Omicron 22A	11
2022-09-17	Australia	Omicron 22A	7
2022-09-18	Australia	Omicron 22A	14
2022-09-19	Australia	Omicron 22A	18
2022-09-20	Australia	Omicron 22A	21
2022-09-21	Australia	Omicron 22A	14
2022-09-22	Australia	Omicron 22A	4
2022-09-23	Australia	Omicron 22A	4
2022-09-24	Australia	Omicron 22A	8
2022-09-25	Australia	Omicron 22A	15
2022-09-26	Australia	Omicron 22A	21
2022-09-27	Australia	Omicron 22A	14
2022-09-28	Australia	Omicron 22A	18
2022-09-29	Australia	Omicron 22A	16
2022-09-30	Australia	Omicron 22A	10
2022-10-01	Australia	Omicron 22A	3
2022-10-02	Australia	Omicron 22A	9
2022-10-03	Australia	Omicron 22A	24
2022-10-04	Australia	Omicron 22A	14
2022-10-05	Australia	Omicron 22A	15
2022-10-06	Australia	Omicron 22A	17
2022-10-07	Australia	Omicron 22A	2
2022-10-08	Australia	Omicron 22A	7
2022-10-09	Australia	Omicron 22A	14
2022-10-10	Australia	Omicron 22A	13
2022-10-11	Australia	Omicron 22A	17
2022-10-12	Australia	Omicron 22A	24
2022-10-13	Australia	Omicron 22A	11
2022-10-14	Australia	Omicron 22A	15
2022-10-15	Australia	Omicron 22A	14
2022-10-16	Australia	Omicron 22A	17
2022-10-17	Australia	Omicron 22A	18
2022-10-18	Australia	Omicron 22A	10
2022-10-19	Australia	Omicron 22A	11
2022-10-20	Australia	Omicron 22A	16
2022-10-21	Australia	Omicron 22A	10
2022-10-22	Australia	Omicron 22A	18
2022-10-23	Australia	Omicron 22A	13
2022-10-24	Australia	Omicron 22A	19
2022-10-25	Australia	Omicron 22A	25
2022-10-26	Australia	Omicron 22A	13
2022-10-27	Australia	Omicron 22A	16
2022-10-28	Australia	Omicron 22A	13
2022-10-29	Australia	Omicron 22A	5
2022-10-30	Australia	Omicron 22A	4
2022-10-31	Australia	Omicron 22A	24
2022-11-01	Australia	Omicron 22A	10
