date	location	variant	sequences
2021-11-04	Australia	Delta	150
2021-11-05	Australia	Delta	119
2021-11-06	Australia	Delta	92
2021-11-07	Australia	Delta	149
2021-11-08	Australia	Delta	167
2021-11-09	Australia	Delta	164
2021-11-10	Australia	Delta	210
2021-11-11	Australia	Delta	159
2021-11-12	Australia	Delta	203
2021-11-13	Australia	Delta	121
2021-11-14	Australia	Delta	124
2021-11-15	Australia	Delta	128
2021-11-16	Australia	Delta	117
2021-11-17	Australia	Delta	164
2021-11-18	Australia	Delta	140
2021-11-19	Australia	Delta	134
2021-11-20	Australia	Delta	104
2021-11-21	Australia	Delta	131
2021-11-22	Australia	Delta	203
2021-11-23	Australia	Delta	241
2021-11-24	Australia	Delta	188
2021-11-25	Australia	Delta	181
2021-11-26	Australia	Delta	125
2021-11-27	Australia	Delta	70
2021-11-28	Australia	Delta	106
2021-11-29	Australia	Delta	223
2021-11-30	Australia	Delta	169
2021-12-01	Australia	Delta	233
2021-12-02	Australia	Delta	192
2021-12-03	Australia	Delta	215
2021-12-04	Australia	Delta	203
2021-12-05	Australia	Delta	192
2021-12-06	Australia	Delta	343
2021-12-07	Australia	Delta	225
2021-12-08	Australia	Delta	218
2021-12-09	Australia	Delta	299
2021-12-10	Australia	Delta	247
2021-12-11	Australia	Delta	196
2021-12-12	Australia	Delta	237
2021-12-13	Australia	Delta	191
2021-12-14	Australia	Delta	218
2021-12-15	Australia	Delta	188
2021-12-16	Australia	Delta	193
2021-12-17	Australia	Delta	139
2021-12-18	Australia	Delta	116
2021-12-19	Australia	Delta	132
2021-12-20	Australia	Delta	155
2021-12-21	Australia	Delta	251
2021-12-22	Australia	Delta	193
2021-12-23	Australia	Delta	181
2021-12-24	Australia	Delta	123
2021-12-25	Australia	Delta	99
2021-12-26	Australia	Delta	68
2021-12-27	Australia	Delta	58
2021-12-28	Australia	Delta	71
2021-12-29	Australia	Delta	36
2021-12-30	Australia	Delta	36
2021-12-31	Australia	Delta	17
2022-01-01	Australia	Delta	29
2022-01-02	Australia	Delta	32
2022-01-03	Australia	Delta	28
2022-01-04	Australia	Delta	23
2022-01-05	Australia	Delta	13
2022-01-06	Australia	Delta	12
2022-01-07	Australia	Delta	9
2022-01-08	Australia	Delta	9
2022-01-09	Australia	Delta	18
2022-01-10	Australia	Delta	12
2022-01-11	Australia	Delta	17
2022-01-12	Australia	Delta	6
2022-01-13	Australia	Delta	8
2022-01-14	Australia	Delta	6
2022-01-15	Australia	Delta	5
2022-01-16	Australia	Delta	2
2022-01-17	Australia	Delta	9
2022-01-18	Australia	Delta	2
2022-01-19	Australia	Delta	4
2022-01-20	Australia	Delta	2
2022-01-21	Australia	Delta	4
2022-01-22	Australia	Delta	1
2022-01-24	Australia	Delta	1
2022-01-26	Australia	Delta	4
2022-01-27	Australia	Delta	1
2022-01-30	Australia	Delta	2
2022-01-31	Australia	Delta	1
2022-02-01	Australia	Delta	1
2021-11-26	Australia	Omicron 21K	1
2021-11-27	Australia	Omicron 21K	3
2021-11-28	Australia	Omicron 21K	4
2021-11-30	Australia	Omicron 21K	2
2021-12-01	Australia	Omicron 21K	4
2021-12-02	Australia	Omicron 21K	9
2021-12-03	Australia	Omicron 21K	9
2021-12-04	Australia	Omicron 21K	7
2021-12-05	Australia	Omicron 21K	9
2021-12-06	Australia	Omicron 21K	10
2021-12-07	Australia	Omicron 21K	14
2021-12-08	Australia	Omicron 21K	23
2021-12-09	Australia	Omicron 21K	29
2021-12-10	Australia	Omicron 21K	37
2021-12-11	Australia	Omicron 21K	45
2021-12-12	Australia	Omicron 21K	201
2021-12-13	Australia	Omicron 21K	90
2021-12-14	Australia	Omicron 21K	212
2021-12-15	Australia	Omicron 21K	167
2021-12-16	Australia	Omicron 21K	149
2021-12-17	Australia	Omicron 21K	118
2021-12-18	Australia	Omicron 21K	195
2021-12-19	Australia	Omicron 21K	143
2021-12-20	Australia	Omicron 21K	153
2021-12-21	Australia	Omicron 21K	393
2021-12-22	Australia	Omicron 21K	500
2021-12-23	Australia	Omicron 21K	500
2021-12-24	Australia	Omicron 21K	408
2021-12-25	Australia	Omicron 21K	396
2021-12-26	Australia	Omicron 21K	497
2021-12-27	Australia	Omicron 21K	321
2021-12-28	Australia	Omicron 21K	465
2021-12-29	Australia	Omicron 21K	420
2021-12-30	Australia	Omicron 21K	411
2021-12-31	Australia	Omicron 21K	283
2022-01-01	Australia	Omicron 21K	339
2022-01-02	Australia	Omicron 21K	296
2022-01-03	Australia	Omicron 21K	436
2022-01-04	Australia	Omicron 21K	601
2022-01-05	Australia	Omicron 21K	342
2022-01-06	Australia	Omicron 21K	385
2022-01-07	Australia	Omicron 21K	165
2022-01-08	Australia	Omicron 21K	103
2022-01-09	Australia	Omicron 21K	313
2022-01-10	Australia	Omicron 21K	173
2022-01-11	Australia	Omicron 21K	341
2022-01-12	Australia	Omicron 21K	231
2022-01-13	Australia	Omicron 21K	226
2022-01-14	Australia	Omicron 21K	217
2022-01-15	Australia	Omicron 21K	172
2022-01-16	Australia	Omicron 21K	158
2022-01-17	Australia	Omicron 21K	183
2022-01-18	Australia	Omicron 21K	197
2022-01-19	Australia	Omicron 21K	151
2022-01-20	Australia	Omicron 21K	126
2022-01-21	Australia	Omicron 21K	106
2022-01-22	Australia	Omicron 21K	110
2022-01-23	Australia	Omicron 21K	111
2022-01-24	Australia	Omicron 21K	128
2022-01-25	Australia	Omicron 21K	88
2022-01-26	Australia	Omicron 21K	89
2022-01-27	Australia	Omicron 21K	113
2022-01-28	Australia	Omicron 21K	105
2022-01-29	Australia	Omicron 21K	97
2022-01-30	Australia	Omicron 21K	105
2022-01-31	Australia	Omicron 21K	153
2022-02-01	Australia	Omicron 21K	135
2021-12-01	Australia	Omicron 21L	1
2021-12-21	Australia	Omicron 21L	1
2021-12-28	Australia	Omicron 21L	1
2021-12-31	Australia	Omicron 21L	1
2022-01-03	Australia	Omicron 21L	1
2022-01-04	Australia	Omicron 21L	2
2022-01-05	Australia	Omicron 21L	1
2022-01-07	Australia	Omicron 21L	1
2022-01-08	Australia	Omicron 21L	1
2022-01-09	Australia	Omicron 21L	2
2022-01-10	Australia	Omicron 21L	1
2022-01-11	Australia	Omicron 21L	6
2022-01-12	Australia	Omicron 21L	3
2022-01-13	Australia	Omicron 21L	7
2022-01-14	Australia	Omicron 21L	10
2022-01-15	Australia	Omicron 21L	6
2022-01-16	Australia	Omicron 21L	4
2022-01-17	Australia	Omicron 21L	1
2022-01-18	Australia	Omicron 21L	9
2022-01-19	Australia	Omicron 21L	10
2022-01-20	Australia	Omicron 21L	1
2022-01-21	Australia	Omicron 21L	3
2022-01-22	Australia	Omicron 21L	2
2022-01-23	Australia	Omicron 21L	4
2022-01-24	Australia	Omicron 21L	7
2022-01-25	Australia	Omicron 21L	4
2022-01-26	Australia	Omicron 21L	5
2022-01-27	Australia	Omicron 21L	1
2022-01-28	Australia	Omicron 21L	7
2022-01-29	Australia	Omicron 21L	7
2022-01-30	Australia	Omicron 21L	2
2022-01-31	Australia	Omicron 21L	3
2022-02-01	Australia	Omicron 21L	5
2022-01-24	Australia	Omicron 22C	1
2021-12-03	Australia	other	1
2021-12-21	Australia	other	1
2021-12-22	Australia	other	1
2021-12-23	Australia	other	1
2021-12-24	Australia	other	2
2021-12-25	Australia	other	3
2022-01-01	Australia	other	1
2022-01-07	Australia	other	1
2021-11-04	Brazil	Delta	401
2021-11-05	Brazil	Delta	383
2021-11-06	Brazil	Delta	140
2021-11-07	Brazil	Delta	151
2021-11-08	Brazil	Delta	631
2021-11-09	Brazil	Delta	492
2021-11-10	Brazil	Delta	355
2021-11-11	Brazil	Delta	319
2021-11-12	Brazil	Delta	329
2021-11-13	Brazil	Delta	123
2021-11-14	Brazil	Delta	108
2021-11-15	Brazil	Delta	235
2021-11-16	Brazil	Delta	532
2021-11-17	Brazil	Delta	367
2021-11-18	Brazil	Delta	284
2021-11-19	Brazil	Delta	239
2021-11-20	Brazil	Delta	117
2021-11-21	Brazil	Delta	107
2021-11-22	Brazil	Delta	410
2021-11-23	Brazil	Delta	352
2021-11-24	Brazil	Delta	308
2021-11-25	Brazil	Delta	209
2021-11-26	Brazil	Delta	166
2021-11-27	Brazil	Delta	60
2021-11-28	Brazil	Delta	101
2021-11-29	Brazil	Delta	333
2021-11-30	Brazil	Delta	286
2021-12-01	Brazil	Delta	229
2021-12-02	Brazil	Delta	156
2021-12-03	Brazil	Delta	104
2021-12-04	Brazil	Delta	38
2021-12-05	Brazil	Delta	61
2021-12-06	Brazil	Delta	234
2021-12-07	Brazil	Delta	180
2021-12-08	Brazil	Delta	181
2021-12-09	Brazil	Delta	137
2021-12-10	Brazil	Delta	94
2021-12-11	Brazil	Delta	24
2021-12-12	Brazil	Delta	43
2021-12-13	Brazil	Delta	219
2021-12-14	Brazil	Delta	171
2021-12-15	Brazil	Delta	126
2021-12-16	Brazil	Delta	94
2021-12-17	Brazil	Delta	96
2021-12-18	Brazil	Delta	41
2021-12-19	Brazil	Delta	58
2021-12-20	Brazil	Delta	175
2021-12-21	Brazil	Delta	106
2021-12-22	Brazil	Delta	92
2021-12-23	Brazil	Delta	49
2021-12-24	Brazil	Delta	10
2021-12-25	Brazil	Delta	14
2021-12-26	Brazil	Delta	21
2021-12-27	Brazil	Delta	70
2021-12-28	Brazil	Delta	62
2021-12-29	Brazil	Delta	35
2021-12-30	Brazil	Delta	17
2021-12-31	Brazil	Delta	12
2022-01-01	Brazil	Delta	9
2022-01-02	Brazil	Delta	9
2022-01-03	Brazil	Delta	35
2022-01-04	Brazil	Delta	20
2022-01-05	Brazil	Delta	16
2022-01-06	Brazil	Delta	20
2022-01-07	Brazil	Delta	17
2022-01-08	Brazil	Delta	6
2022-01-09	Brazil	Delta	2
2022-01-10	Brazil	Delta	9
2022-01-11	Brazil	Delta	14
2022-01-12	Brazil	Delta	9
2022-01-13	Brazil	Delta	4
2022-01-14	Brazil	Delta	1
2022-01-15	Brazil	Delta	1
2022-01-17	Brazil	Delta	1
2022-01-21	Brazil	Delta	1
2022-01-25	Brazil	Delta	1
2022-01-30	Brazil	Delta	1
2022-01-31	Brazil	Delta	1
2021-11-25	Brazil	Omicron 21K	3
2021-11-26	Brazil	Omicron 21K	1
2021-11-27	Brazil	Omicron 21K	1
2021-12-01	Brazil	Omicron 21K	3
2021-12-03	Brazil	Omicron 21K	1
2021-12-04	Brazil	Omicron 21K	1
2021-12-06	Brazil	Omicron 21K	4
2021-12-07	Brazil	Omicron 21K	9
2021-12-08	Brazil	Omicron 21K	7
2021-12-09	Brazil	Omicron 21K	18
2021-12-10	Brazil	Omicron 21K	7
2021-12-11	Brazil	Omicron 21K	5
2021-12-12	Brazil	Omicron 21K	3
2021-12-13	Brazil	Omicron 21K	34
2021-12-14	Brazil	Omicron 21K	38
2021-12-15	Brazil	Omicron 21K	43
2021-12-16	Brazil	Omicron 21K	39
2021-12-17	Brazil	Omicron 21K	26
2021-12-18	Brazil	Omicron 21K	14
2021-12-19	Brazil	Omicron 21K	8
2021-12-20	Brazil	Omicron 21K	87
2021-12-21	Brazil	Omicron 21K	119
2021-12-22	Brazil	Omicron 21K	84
2021-12-23	Brazil	Omicron 21K	72
2021-12-24	Brazil	Omicron 21K	24
2021-12-25	Brazil	Omicron 21K	60
2021-12-26	Brazil	Omicron 21K	73
2021-12-27	Brazil	Omicron 21K	350
2021-12-28	Brazil	Omicron 21K	474
2021-12-29	Brazil	Omicron 21K	407
2021-12-30	Brazil	Omicron 21K	219
2021-12-31	Brazil	Omicron 21K	87
