date	location	cases
2020-01-22	Japan	0.0
2020-01-23	Japan	0.0
2020-01-24	Japan	0.0
2020-01-25	Japan	0.0
2020-01-26	Japan	2.0
2020-01-27	Japan	0.0
2020-01-28	Japan	3.0
2020-01-29	Japan	0.0
2020-01-30	Japan	4.0
2020-01-31	Japan	4.0
2020-02-01	Japan	5.0
2020-02-02	Japan	0.0
2020-02-03	Japan	0.0
2020-02-04	Japan	2.0
2020-02-05	Japan	1.0
2020-02-06	Japan	0.0
2020-02-07	Japan	0.0
2020-02-08	Japan	1.0
2020-02-09	Japan	0.0
2020-02-10	Japan	2.0
2020-02-11	Japan	1.0
2020-02-12	Japan	1.0
2020-02-13	Japan	5.0
2020-02-14	Japan	10.0
2020-02-15	Japan	11.0
2020-02-16	Japan	6.0
2020-02-17	Japan	7.0
2020-02-18	Japan	12.0
2020-02-19	Japan	6.0
2020-02-20	Japan	10.0
2020-02-21	Japan	17.0
2020-02-22	Japan	25.0
2020-02-23	Japan	12.0
2020-02-24	Japan	11.0
2020-02-25	Japan	13.0
2020-02-26	Japan	19.0
2020-02-27	Japan	26.0
2020-02-28	Japan	18.0
2020-02-29	Japan	9.0
2020-03-01	Japan	14.0
2020-03-02	Japan	19.0
2020-03-03	Japan	20.0
2020-03-04	Japan	35.0
2020-03-05	Japan	32.0
2020-03-06	Japan	55.0
2020-03-07	Japan	46.0
2020-03-08	Japan	33.0
2020-03-09	Japan	28.0
2020-03-10	Japan	58.0
2020-03-11	Japan	55.0
2020-03-12	Japan	56.0
2020-03-13	Japan	37.0
2020-03-14	Japan	62.0
2020-03-15	Japan	31.0
2020-03-16	Japan	17.0
2020-03-17	Japan	50.0
2020-03-18	Japan	35.0
2020-03-19	Japan	40.0
2020-03-20	Japan	54.0
2020-03-21	Japan	37.0
2020-03-22	Japan	45.0
2020-03-23	Japan	40.0
2020-03-24	Japan	73.0
2020-03-25	Japan	97.0
2020-03-26	Japan	102.0
2020-03-27	Japan	114.0
2020-03-28	Japan	198.0
2020-03-29	Japan	179.0
2020-03-30	Japan	94.0
2020-03-31	Japan	254.0
2020-04-01	Japan	280.0
2020-04-02	Japan	283.0
2020-04-03	Japan	336.0
2020-04-04	Japan	371.0
2020-04-05	Japan	351.0
2020-04-06	Japan	234.0
2020-04-07	Japan	375.0
2020-04-08	Japan	535.0
2020-04-09	Japan	594.0
2020-04-10	Japan	636.0
2020-04-11	Japan	701.0
2020-04-12	Japan	522.0
2020-04-13	Japan	300.0
2020-04-14	Japan	504.0
2020-04-15	Japan	558.0
2020-04-16	Japan	563.0
2020-04-17	Japan	560.0
2020-04-18	Japan	590.0
2020-04-19	Japan	366.0
2020-04-20	Japan	344.0
2020-04-21	Japan	383.0
2020-04-22	Japan	396.0
2020-04-23	Japan	432.0
2020-04-24	Japan	385.0
2020-04-25	Japan	332.0
2020-04-26	Japan	219.0
2020-04-27	Japan	171.0
2020-04-28	Japan	284.0
2020-04-29	Japan	216.0
2020-04-30	Japan	208.0
2020-05-01	Japan	274.0
2020-05-02	Japan	303.0
2020-05-03	Japan	200.0
2020-05-04	Japan	168.0
2020-05-05	Japan	125.0
2020-05-06	Japan	101.0
2020-05-07	Japan	98.0
2020-05-08	Japan	87.0
2020-05-09	Japan	115.0
2020-05-10	Japan	69.0
2020-05-11	Japan	37.0
2020-05-12	Japan	87.0
2020-05-13	Japan	50.0
2020-05-14	Japan	98.0
2020-05-15	Japan	52.0
2020-05-16	Japan	54.0
2020-05-17	Japan	24.0
2020-05-18	Japan	33.0
2020-05-19	Japan	28.0
2020-05-20	Japan	34.0
2020-05-21	Japan	41.0
2020-05-22	Japan	23.0
2020-05-23	Japan	25.0
2020-05-24	Japan	41.0
2020-05-25	Japan	21.0
2020-05-26	Japan	30.0
2020-05-27	Japan	26.0
2020-05-28	Japan	60.0
2020-05-29	Japan	73.0
2020-05-30	Japan	45.0
2020-05-31	Japan	35.0
2020-06-01	Japan	37.0
2020-06-02	Japan	51.0
2020-06-03	Japan	29.0
2020-06-04	Japan	44.0
2020-06-05	Japan	47.0
2020-06-06	Japan	46.0
2020-06-07	Japan	38.0
2020-06-08	Japan	21.0
2020-06-09	Japan	45.0
2020-06-10	Japan	36.0
2020-06-11	Japan	44.0
2020-06-12	Japan	61.0
2020-06-13	Japan	45.0
2020-06-14	Japan	75.0
2020-06-15	Japan	72.0
2020-06-16	Japan	42.0
2020-06-17	Japan	46.0
2020-06-18	Japan	69.0
2020-06-19	Japan	61.0
2020-06-20	Japan	64.0
2020-06-21	Japan	55.0
2020-06-22	Japan	43.0
2020-06-23	Japan	57.0
2020-06-24	Japan	96.0
2020-06-25	Japan	82.0
2020-06-26	Japan	105.0
2020-06-27	Japan	92.0
2020-06-28	Japan	113.0
2020-06-29	Japan	110.0
2020-06-30	Japan	138.0
2020-07-01	Japan	127.0
2020-07-02	Japan	194.0
2020-07-03	Japan	250.0
2020-07-04	Japan	274.0
2020-07-05	Japan	208.0
2020-07-06	Japan	176.0
2020-07-07	Japan	208.0
2020-07-08	Japan	207.0
2020-07-09	Japan	355.0
2020-07-10	Japan	430.0
2020-07-11	Japan	386.0
2020-07-12	Japan	407.0
2020-07-13	Japan	259.0
2020-07-14	Japan	333.0
2020-07-15	Japan	450.0
2020-07-16	Japan	624.0
2020-07-17	Japan	597.0
2020-07-18	Japan	661.0
2020-07-19	Japan	511.0
2020-07-20	Japan	418.0
2020-07-21	Japan	632.0
2020-07-22	Japan	795.0
2020-07-23	Japan	981.0
2020-07-24	Japan	779.0
2020-07-25	Japan	801.0
2020-07-26	Japan	839.0
2020-07-27	Japan	600.0
2020-07-28	Japan	985.0
2020-07-29	Japan	1270.0
2020-07-30	Japan	1308.0
2020-07-31	Japan	1586.0
2020-08-01	Japan	1534.0
2020-08-02	Japan	1331.0
2020-08-03	Japan	965.0
2020-08-04	Japan	1246.0
2020-08-05	Japan	1355.0
2020-08-06	Japan	1485.0
2020-08-07	Japan	1605.0
2020-08-08	Japan	1571.0
2020-08-09	Japan	1441.0
2020-08-10	Japan	838.0
2020-08-11	Japan	697.0
2020-08-12	Japan	979.0
2020-08-13	Japan	1172.0
2020-08-14	Japan	1356.0
2020-08-15	Japan	1231.0
2020-08-16	Japan	1017.0
2020-08-17	Japan	647.0
2020-08-18	Japan	916.0
2020-08-19	Japan	1070.0
2020-08-20	Japan	1178.0
2020-08-21	Japan	1037.0
2020-08-22	Japan	984.0
2020-08-23	Japan	744.0
2020-08-24	Japan	493.0
2020-08-25	Japan	715.0
2020-08-26	Japan	903.0
2020-08-27	Japan	863.0
2020-08-28	Japan	876.0
2020-08-29	Japan	844.0
2020-08-30	Japan	600.0
2020-08-31	Japan	436.0
2020-09-01	Japan	633.0
2020-09-02	Japan	592.0
2020-09-03	Japan	657.0
2020-09-04	Japan	587.0
2020-09-05	Japan	598.0
2020-09-06	Japan	451.0
2020-09-07	Japan	291.0
2020-09-08	Japan	509.0
2020-09-09	Japan	508.0
