date	location	variant	sequences
2022-01-01	Australia	Delta	32
2022-01-02	Australia	Delta	33
2022-01-03	Australia	Delta	31
2022-01-04	Australia	Delta	32
2022-01-05	Australia	Delta	20
2022-01-06	Australia	Delta	13
2022-01-07	Australia	Delta	16
2022-01-08	Australia	Delta	16
2022-01-09	Australia	Delta	24
2022-01-10	Australia	Delta	16
2022-01-11	Australia	Delta	25
2022-01-12	Australia	Delta	10
2022-01-13	Australia	Delta	12
2022-01-14	Australia	Delta	11
2022-01-15	Australia	Delta	9
2022-01-16	Australia	Delta	3
2022-01-17	Australia	Delta	10
2022-01-18	Australia	Delta	4
2022-01-19	Australia	Delta	6
2022-01-20	Australia	Delta	5
2022-01-21	Australia	Delta	5
2022-01-22	Australia	Delta	1
2022-01-23	Australia	Delta	1
2022-01-24	Australia	Delta	2
2022-01-25	Australia	Delta	1
2022-01-26	Australia	Delta	6
2022-01-27	Australia	Delta	1
2022-01-28	Australia	Delta	3
2022-01-30	Australia	Delta	2
2022-01-31	Australia	Delta	2
2022-02-01	Australia	Delta	5
2022-02-02	Australia	Delta	1
2022-02-05	Australia	Delta	1
2022-02-13	Australia	Delta	1
2022-02-15	Australia	Delta	1
2022-03-07	Australia	Delta	1
2022-06-14	Australia	Delta	1
2022-01-01	Australia	Omicron 21K	370
2022-01-02	Australia	Omicron 21K	362
2022-01-03	Australia	Omicron 21K	657
2022-01-04	Australia	Omicron 21K	1009
2022-01-05	Australia	Omicron 21K	447
2022-01-06	Australia	Omicron 21K	459
2022-01-07	Australia	Omicron 21K	382
2022-01-08	Australia	Omicron 21K	303
2022-01-09	Australia	Omicron 21K	455
2022-01-10	Australia	Omicron 21K	353
2022-01-11	Australia	Omicron 21K	607
2022-01-12	Australia	Omicron 21K	421
2022-01-13	Australia	Omicron 21K	337
2022-01-14	Australia	Omicron 21K	294
2022-01-15	Australia	Omicron 21K	398
2022-01-16	Australia	Omicron 21K	255
2022-01-17	Australia	Omicron 21K	461
2022-01-18	Australia	Omicron 21K	424
2022-01-19	Australia	Omicron 21K	275
2022-01-20	Australia	Omicron 21K	254
2022-01-21	Australia	Omicron 21K	240
2022-01-22	Australia	Omicron 21K	186
2022-01-23	Australia	Omicron 21K	261
2022-01-24	Australia	Omicron 21K	267
2022-01-25	Australia	Omicron 21K	232
2022-01-26	Australia	Omicron 21K	155
2022-01-27	Australia	Omicron 21K	269
2022-01-28	Australia	Omicron 21K	293
2022-01-29	Australia	Omicron 21K	282
2022-01-30	Australia	Omicron 21K	324
2022-01-31	Australia	Omicron 21K	230
2022-02-01	Australia	Omicron 21K	295
2022-02-02	Australia	Omicron 21K	219
2022-02-03	Australia	Omicron 21K	244
2022-02-04	Australia	Omicron 21K	260
2022-02-05	Australia	Omicron 21K	249
2022-02-06	Australia	Omicron 21K	386
2022-02-07	Australia	Omicron 21K	385
2022-02-08	Australia	Omicron 21K	507
2022-02-09	Australia	Omicron 21K	462
2022-02-10	Australia	Omicron 21K	422
2022-02-11	Australia	Omicron 21K	256
2022-02-12	Australia	Omicron 21K	165
2022-02-13	Australia	Omicron 21K	227
2022-02-14	Australia	Omicron 21K	320
2022-02-15	Australia	Omicron 21K	253
2022-02-16	Australia	Omicron 21K	179
2022-02-17	Australia	Omicron 21K	214
2022-02-18	Australia	Omicron 21K	135
2022-02-19	Australia	Omicron 21K	110
2022-02-20	Australia	Omicron 21K	195
2022-02-21	Australia	Omicron 21K	209
2022-02-22	Australia	Omicron 21K	195
2022-02-23	Australia	Omicron 21K	171
2022-02-24	Australia	Omicron 21K	267
2022-02-25	Australia	Omicron 21K	149
2022-02-26	Australia	Omicron 21K	129
2022-02-27	Australia	Omicron 21K	158
2022-02-28	Australia	Omicron 21K	185
2022-03-01	Australia	Omicron 21K	193
2022-03-02	Australia	Omicron 21K	248
2022-03-03	Australia	Omicron 21K	228
2022-03-04	Australia	Omicron 21K	150
2022-03-05	Australia	Omicron 21K	99
2022-03-06	Australia	Omicron 21K	149
2022-03-07	Australia	Omicron 21K	171
2022-03-08	Australia	Omicron 21K	104
2022-03-09	Australia	Omicron 21K	154
2022-03-10	Australia	Omicron 21K	174
2022-03-11	Australia	Omicron 21K	84
2022-03-12	Australia	Omicron 21K	47
2022-03-13	Australia	Omicron 21K	82
2022-03-14	Australia	Omicron 21K	148
2022-03-15	Australia	Omicron 21K	112
2022-03-16	Australia	Omicron 21K	110
2022-03-17	Australia	Omicron 21K	124
2022-03-18	Australia	Omicron 21K	81
2022-03-19	Australia	Omicron 21K	38
2022-03-20	Australia	Omicron 21K	51
